都道府県,市区町村,町名,丁目,番地,号,建物名,価格,最寄駅,物件タイプ,敷地面積
東京都,千代田区,神田,9,9,7,六本木グランドタワー,81145560,銀座駅,オフィスビル,4635
愛知県,春日井市,勝川,10,29,17,汐留シティセンター,41664040,新瀬戸駅,マンション,1228
福岡県,北九州市,黒崎,1,30,20,恵比寿ガーデンプレイス,17032770,薬院駅,マンション,534
福岡県,久留米市,北野,9,28,8,池袋サンシャインシティ,44187060,直方駅,店舗,4831
千葉県,市川市,妙典,3,12,3,キャロットタワー,28903220,東松戸駅,オフィスビル,3518
愛知県,名古屋市,大須,5,24,17,新丸の内ビルディング,54112730,名古屋駅,オフィスビル,3409
東京都,千代田区,秋葉原,3,16,11,東京ドームシティ,15003620,池袋駅,一戸建て,4871
神奈川県,横須賀市,衣笠,1,24,8,東京ポートシティ竹芝,89796300,根岸駅,店舗,2070
大阪府,大阪市中央区,心斎橋,6,27,6,赤坂Bizタワー,83606710,難波駅,一戸建て,2796
福岡県,福岡市,天神,3,24,10,アトレ恵比寿,88846550,黒崎駅,一戸建て,2220
大阪府,堺市,堺東,1,7,12,東急キャピトルタワー,55428860,天王寺駅,店舗,4607
愛知県,豊田市,土橋,10,27,1,有明ガーデン,29478950,大曽根駅,マンション,545
大阪府,大阪市中央区,本町,3,24,16,新宿三井ビルディング,24586090,心斎橋駅,アパート,1679
愛知県,豊田市,梅坪,3,28,9,東京ソラマチ,49536250,豊橋駅,店舗,3958
東京都,渋谷区,恵比寿,8,28,5,文京シビックセンター,32516560,銀座駅,一戸建て,801
東京都,渋谷区,原宿,9,19,5,東京ソラマチ,46853300,秋葉原駅,アパート,923
福岡県,福岡市,天神,10,16,9,新宿センタービル,17896170,西鉄久留米駅,一戸建て,3085
愛知県,春日井市,高蔵寺,1,3,18,東京サンケイビル,73039810,栄駅,マンション,4502
東京都,新宿区,新宿,4,30,4,日本テレビタワー,99298190,銀座駅,アパート,141
愛知県,一宮市,木曽川,6,3,13,日比谷国際ビル,91623570,岡崎駅,店舗,3919
千葉県,千葉市,蘇我,7,26,7,赤坂サカス,42618050,新松戸駅,オフィスビル,3274
東京都,中央区,築地,4,27,11,日本テレビタワー,28212430,代々木駅,マンション,2815
福岡県,大牟田市,三池,3,27,8,東京モード学園コクーンタワー,52595710,箱崎駅,マンション,3454
大阪府,吹田市,北千里,6,10,10,パレスホテル東京,19001140,京橋駅,店舗,2628
大阪府,大阪市中央区,難波,4,20,13,永田町グリッド,43867560,天王寺駅,アパート,2024
千葉県,千葉市,美浜,8,23,7,恵比寿プライムスクエアタワー,68096070,南船橋駅,アパート,3615
大阪府,堺市,鳳,10,10,6,日本橋三井タワー,20305590,茨木駅,一戸建て,2558
千葉県,千葉市,蘇我,2,12,3,東京国際フォーラム,85976660,北習志野駅,オフィスビル,1921
埼玉県,川越市,霞ヶ関,9,24,2,有明ガーデン,60611740,和光市駅,オフィスビル,831
東京都,千代田区,丸の内,9,28,3,晴海トリトンスクエア,78784880,秋葉原駅,オフィスビル,2582
大阪府,大阪市北区,扇町,1,2,20,アーバンドック ららぽーと豊洲,58964890,茨木駅,マンション,1968
埼玉県,さいたま市,浦和,8,12,7,渋谷マークシティ,88498320,志木駅,アパート,3644
愛知県,春日井市,味美,5,29,12,新宿野村ビル,85428190,大府駅,店舗,1360
神奈川県,藤沢市,辻堂,5,26,10,豊洲市場,75637840,海老名駅,オフィスビル,397
神奈川県,横須賀市,田浦,4,12,8,東京サンケイビル,34246460,本厚木駅,一戸建て,1936
千葉県,松戸市,新松戸,2,30,10,アトレ恵比寿,87664360,市川駅,店舗,3791
大阪府,大阪市北区,扇町,3,9,20,アークヒルズ仙石山森タワー,29848840,江坂駅,オフィスビル,1500
福岡県,久留米市,田主丸,9,20,19,東京ドーム,42267030,赤坂駅,店舗,1136
東京都,渋谷区,原宿,7,30,18,東京ガーデンテラス紀尾井町,70354980,品川駅,アパート,4225
福岡県,久留米市,田主丸,9,15,17,大手町プレイス,76458930,小倉駅,店舗,3314
福岡県,福岡市,西新,1,22,17,キャピタルゲートプレイス,55688110,新飯塚駅,アパート,2453
千葉県,松戸市,新松戸,7,9,2,東京ドームシティ,94055140,稲毛駅,マンション,2413
東京都,渋谷区,代々木,4,15,13,国会議事堂,13219340,中野駅,店舗,3152
大阪府,大阪市北区,中之島,5,22,5,東京ガーデンテラス紀尾井町,77572350,新大阪駅,マンション,3619
大阪府,大阪市北区,中之島,8,3,8,新宿アイランドタワー,32916130,大阪駅,アパート,985
東京都,新宿区,西新宿,9,28,6,品川インターシティ,18211940,大崎駅,アパート,1666
千葉県,船橋市,船橋,4,13,4,キャロットタワー,72624150,北習志野駅,一戸建て,3788
千葉県,千葉市,蘇我,8,24,16,東京ドーム,27209220,西船橋駅,一戸建て,2367
埼玉県,越谷市,越谷,3,1,7,丸の内オアゾ,22823310,川口駅,オフィスビル,1736
神奈川県,横浜市,みなとみらい,9,29,16,新丸の内ビルディング,59690350,横浜駅,マンション,615
千葉県,松戸市,北松戸,7,30,14,東京サンケイビル,14645630,市川駅,マンション,2214
福岡県,大牟田市,三池,5,29,7,六本木グランドタワー,64765870,箱崎駅,マンション,3285
大阪府,大阪市中央区,難波,9,26,6,大手町タワー,76573390,北千里駅,オフィスビル,4280
大阪府,豊中市,服部,2,26,12,世界貿易センタービル,67858300,難波駅,オフィスビル,3370
神奈川県,横須賀市,追浜,2,12,19,新丸の内ビルディング,66833020,相模大野駅,一戸建て,2646
神奈川県,横須賀市,横須賀中央,5,20,5,新丸の内ビルディング,64517110,桜木町駅,マンション,972
神奈川県,横浜市,戸塚,2,7,7,赤坂ACTシアター,62351040,小田原駅,マンション,3762
東京都,渋谷区,渋谷,7,26,7,虎ノ門ツインビルディング,29613670,新宿駅,アパート,4335
大阪府,大阪市中央区,難波,4,2,6,東京ガーデンテラス紀尾井町,53621560,茨木駅,アパート,3919
東京都,港区,白金,5,12,14,アークヒルズ,31002400,秋葉原駅,マンション,4103
大阪府,豊中市,曽根,1,5,8,新宿三井ビルディング,19767070,心斎橋駅,一戸建て,3675
千葉県,松戸市,新松戸,2,2,12,東京タワー,51839300,成田駅,マンション,2375
千葉県,松戸市,常盤平,7,23,6,日本橋三井タワー,18819210,南柏駅,マンション,4693
埼玉県,さいたま市,岩槻,9,24,10,パレスホテル東京,97148040,大宮駅,アパート,4682
千葉県,柏市,北柏,1,14,18,表参道ヒルズ,51699360,松戸駅,オフィスビル,1645
大阪府,大阪市中央区,堺筋本町,3,19,15,アークヒルズ,19280180,茨木駅,オフィスビル,4113
大阪府,豊中市,服部,2,12,16,アーバンドック ららぽーと豊洲,22267580,岸和田駅,一戸建て,4867
埼玉県,川口市,西川口,4,25,6,東京ドーム,81816040,越谷駅,アパート,2905
東京都,新宿区,高田馬場,3,1,19,東急キャピトルタワー,25643400,銀座駅,一戸建て,1287
東京都,中央区,日本橋,6,18,20,東京エレクトロンホール宮城,30626320,恵比寿駅,店舗,3976
愛知県,一宮市,木曽川,6,30,9,大手町プレイス,56022160,尾張一宮駅,店舗,2710
福岡県,久留米市,善導寺,1,18,17,グランパークタワー,18114730,新飯塚駅,オフィスビル,80
埼玉県,川口市,川口,6,8,20,霞が関ビルディング,22582870,武蔵浦和駅,店舗,3751
千葉県,千葉市,美浜,2,1,18,東京ビッグサイト,72787000,船橋駅,オフィスビル,2005
福岡県,北九州市,八幡,1,9,1,東京ソラマチ,40240470,西鉄柳川駅,オフィスビル,4038
神奈川県,横浜市,みなとみらい,5,23,10,サンシャイン60,65621410,相模大野駅,店舗,3503
埼玉県,越谷市,北越谷,8,25,14,世界貿易センタービル,99148740,大宮駅,一戸建て,1823
大阪府,豊中市,服部,2,22,7,明治生命館,95779330,梅田駅,オフィスビル,1340
福岡県,久留米市,北野,4,25,15,東京タワー,14625370,西鉄柳川駅,一戸建て,306
愛知県,豊田市,土橋,5,2,4,赤坂サカス,31711500,栄駅,一戸建て,3669
愛知県,岡崎市,東岡崎,9,2,18,東京宝塚ビル,73131810,鳴海駅,マンション,1286
東京都,千代田区,永田町,5,4,8,アトレ恵比寿,10098030,東京駅,マンション,958
大阪府,堺市,鳳,5,16,7,文京シビックセンター,30811900,鶴橋駅,店舗,4527
埼玉県,川越市,新河岸,8,3,12,ミッドタウン日比谷,68888020,川口駅,一戸建て,1373
大阪府,大阪市中央区,本町,8,20,8,品川インターシティ,34872040,新大阪駅,店舗,3193
千葉県,船橋市,三咲,5,6,2,グラントウキョウノースタワー,40496190,八柱駅,マンション,4891
神奈川県,藤沢市,江ノ島,2,4,6,二子玉川ライズ,49526340,新横浜駅,一戸建て,3729
東京都,新宿区,高田馬場,4,28,10,丸ビル,17643110,恵比寿駅,オフィスビル,684
神奈川県,横須賀市,久里浜,7,3,14,日本テレビタワー,26882360,大船駅,店舗,3111
福岡県,飯塚市,鯰田,6,9,2,アークヒルズ,43577780,行橋駅,マンション,4690
千葉県,柏市,柏,9,20,9,六本木ヒルズ森タワー,78809140,八柱駅,一戸建て,4969
千葉県,船橋市,北習志野,10,24,13,新宿センタービル,78910410,西船橋駅,一戸建て,116
神奈川県,横浜市,戸塚,5,21,7,国立代々木競技場,25759010,関内駅,店舗,2586
神奈川県,藤沢市,藤沢,10,14,5,新宿住友ビル,70949050,戸塚駅,オフィスビル,2960
福岡県,飯塚市,新飯塚,2,20,18,浅草文化観光センター,17565500,箱崎駅,アパート,2303
大阪府,吹田市,吹田,3,7,15,東京スクエアガーデン,94384000,北千里駅,一戸建て,994
埼玉県,所沢市,狭山ヶ丘,3,20,15,東急プラザ表参道原宿,32120650,和光市駅,一戸建て,4118
埼玉県,越谷市,大袋,3,4,2,グランパークタワー,34993080,志木駅,アパート,4470
愛知県,一宮市,木曽川,7,11,18,東京エレクトロンホール宮城,78134990,栄駅,店舗,4643
福岡県,北九州市,黒崎,8,19,8,東京ガーデンテラス紀尾井町,79628320,門司港駅,店舗,2493
埼玉県,川越市,霞ヶ関,4,17,2,汐留メディアタワー,25590210,南浦和駅,一戸建て,4287
千葉県,柏市,南柏,5,7,1,国立競技場,61304060,新浦安駅,一戸建て,3449
福岡県,大牟田市,銀水,7,30,12,汐留シティセンター,80187740,折尾駅,マンション,2918
埼玉県,川口市,蕨,10,28,6,有明ガーデン,41276560,春日部駅,オフィスビル,795
神奈川県,横須賀市,衣笠,4,7,10,二子玉川ライズ,71544050,鶴見駅,店舗,1912
千葉県,松戸市,松戸,8,27,16,品川シーサイド,53119920,八柱駅,マンション,3139
大阪府,吹田市,江坂,2,17,13,日本橋三井タワー,84702620,北千里駅,店舗,1213
大阪府,豊中市,曽根,9,29,19,コレド室町,51396670,大阪駅,オフィスビル,2549
神奈川県,横須賀市,追浜,9,29,5,霞が関ビルディング,21882400,海老名駅,アパート,4816
神奈川県,茅ヶ崎市,松林,4,19,2,汐留シオサイト,31349620,戸塚駅,マンション,2430
神奈川県,横浜市,みなとみらい,4,22,3,渋谷ヒカリエ,85098860,登戸駅,マンション,2574
埼玉県,越谷市,せんげん台,9,1,2,新宿住友ビル,16842350,新座駅,一戸建て,3975
千葉県,松戸市,松戸,4,16,8,大手町フィナンシャルシティ,12997200,稲毛駅,店舗,2153
埼玉県,さいたま市,岩槻,4,21,1,浜松町ビルディング,54920830,北越谷駅,オフィスビル,4196
千葉県,柏市,南柏,8,8,11,国立代々木競技場,60067650,八柱駅,一戸建て,1442
埼玉県,さいたま市,岩槻,4,4,7,サンシャイン60,23559850,所沢駅,マンション,1687
東京都,港区,白金,1,21,9,東京芸術劇場,86950660,銀座駅,一戸建て,4124
千葉県,千葉市,幕張,4,28,7,東京スクエアガーデン,50622460,鎌ヶ谷駅,アパート,3300
愛知県,岡崎市,北岡崎,4,28,15,国立競技場,24974950,瀬戸駅,アパート,3416
埼玉県,川越市,新河岸,4,24,16,東京交通会館,95014140,和光市駅,オフィスビル,2086
東京都,渋谷区,恵比寿,9,24,5,品川シーサイド,30822510,立川駅,オフィスビル,401
福岡県,福岡市,西新,2,1,5,新宿パークタワー,54029660,香椎駅,マンション,1954
神奈川県,横浜市,新横浜,10,21,9,銀座シックス,52595240,海老名駅,マンション,1096
埼玉県,さいたま市,浦和美園,10,23,2,恵比寿プライムスクエアタワー,72605080,北朝霞駅,マンション,1132
大阪府,大阪市北区,大淀,3,20,9,東京国際フォーラム,54663830,北千里駅,一戸建て,3021
愛知県,豊田市,土橋,10,7,20,浅草文化観光センター,64125860,名古屋駅,オフィスビル,570
愛知県,豊田市,上豊田,2,3,2,東京スクエアガーデン,34509780,新瀬戸駅,一戸建て,2154
神奈川県,横浜市,青葉台,1,19,12,東京交通会館,92642330,小田原駅,マンション,676
埼玉県,所沢市,所沢,5,30,5,渋谷スクランブルスクエア,54135650,鳩ヶ谷駅,店舗,4478
大阪府,吹田市,江坂,4,8,5,東京ガーデンテラス紀尾井町,99027480,和泉府中駅,アパート,551
東京都,千代田区,永田町,10,29,10,虎ノ門ツインビルディング,39565030,秋葉原駅,マンション,2170
東京都,渋谷区,原宿,4,8,8,浜松町ビルディング,10835800,大崎駅,マンション,3345
大阪府,豊中市,千里中央,3,24,16,グランパークタワー,71659130,難波駅,オフィスビル,3164
愛知県,豊田市,梅坪,7,17,8,サンシャイン60,77890770,春日井駅,オフィスビル,3656
愛知県,名古屋市,大須,2,18,5,東京ワールドゲート,11947900,春日井駅,店舗,3429
愛知県,岡崎市,東岡崎,2,3,7,新宿アイランドタワー,68455400,大府駅,一戸建て,1613
愛知県,一宮市,妙興寺,4,24,12,丸の内オアゾ,63337360,刈谷駅,オフィスビル,899
東京都,新宿区,高田馬場,9,17,4,東京ガーデンテラス紀尾井町,32441190,代々木駅,一戸建て,846
愛知県,豊田市,土橋,9,14,17,新宿アイランドタワー,69326800,有松駅,一戸建て,2582
大阪府,吹田市,山田,9,19,17,羽田イノベーションシティ,69923690,淀屋橋駅,マンション,773
愛知県,名古屋市,栄,2,9,17,アーバンドック ららぽーと豊洲,50178820,尾張一宮駅,店舗,2351
埼玉県,所沢市,小手指,10,7,9,渋谷ストリーム,84706240,所沢駅,アパート,4498
東京都,千代田区,霞が関,1,20,18,新宿三井ビルディング,70417810,吉祥寺駅,マンション,4186
福岡県,飯塚市,鯰田,1,19,19,グラントウキョウノースタワー,11906810,小倉駅,一戸建て,2040
千葉県,柏市,柏,1,11,17,丸の内オアゾ,87827180,千葉駅,マンション,4392
東京都,中央区,銀座,3,19,7,国立新美術館,59768590,池袋駅,オフィスビル,4759
愛知県,豊田市,豊田市駅,1,6,7,永田町グリッド,68828230,知立駅,アパート,211
大阪府,大阪市北区,大淀,4,14,17,東京宝塚ビル,92474170,茨木駅,店舗,1948
千葉県,市川市,市川,7,27,14,東京オペラシティタワー,29699370,新松戸駅,アパート,3975
福岡県,久留米市,田主丸,6,15,6,渋谷スクランブルスクエア,50532550,門司港駅,店舗,4915
神奈川県,茅ヶ崎市,辻堂西海岸,8,27,3,虎ノ門ツインビルディング,64625510,横須賀中央駅,マンション,4828
大阪府,大阪市中央区,本町,10,8,2,秋葉原ダイビル,46324490,京橋駅,店舗,3981
東京都,港区,赤坂,9,9,13,大手町フィナンシャルシティ,29624280,渋谷駅,アパート,2773
埼玉県,越谷市,越谷,2,18,2,霞が関ビルディング,18141720,大宮駅,アパート,1986
千葉県,船橋市,津田沼,6,9,3,東京オペラシティタワー,38373130,本八幡駅,オフィスビル,4800
埼玉県,川越市,古谷,10,7,20,東京タワー,18833360,浦和駅,アパート,2610
東京都,港区,麻布,3,26,6,東京ドーム,42992990,八王子駅,一戸建て,1967
東京都,渋谷区,原宿,9,29,10,六本木ヒルズ森タワー,33711920,大崎駅,オフィスビル,3142
埼玉県,川口市,西川口,10,3,12,代々木ゼミナール本館,80505650,和光市駅,アパート,1581
